MaGiaoDich,Ngay,Thang,KhuVuc,TenSanPham,SoLuong,GiaBan,GiaVon,DoanhThu,LoiNhuan
6427,27/09/2023,9,Miền Bắc,Chuột quang,3,194000,100000,582000,282000
6428,05/08/2023,8,Miền Nam,Tai nghe,3,485000,250000,1455000,705000
6429,05/09/2023,9,Miền Nam,Chuột quang,2,202000,100000,404000,204000
6430,25/08/2023,8,Miền Bắc,Bàn phím,3,816000,500000,2448000,948000
6431,14/09/2023,9,Miền Bắc,Chuột quang,5,202000,100000,1010000,510000
6432,24/09/2023,9,Miền Trung,Bàn phím,2,784000,550000,1568000,468000
6433,03/01/2023,1,Miền Bắc,Bàn phím,7,832000,500000,5824000,2324000
6434,10/11/2023,11,Miền Bắc,Chuột quang,1,206000,100000,206000,106000
6435,06/02/2023,2,Miền Bắc,Bàn phím,1,776000,500000,776000,276000
6436,28/11/2023,11,Miền Bắc,Laptop Dell,8,15000000,12000000,120000000,24000000
6437,04/02/2023,2,Miền Trung,Laptop Dell,5,14400000,13200000,72000000,6000000
6438,15/05/2023,5,Miền Bắc,Laptop Dell,2,14700000,12000000,29400000,5400000
6439,13/06/2023,6,Miền Nam,Điện thoại,3,8160000,6000000,24480000,6480000
6440,22/06/2023,6,Miền Bắc,Tai nghe,1,485000,250000,485000,235000
6441,10/09/2023,9,Miền Trung,Laptop Dell,3,14400000,13200000,43200000,3600000
6442,28/08/2023,8,Miền Bắc,Chuột quang,1,202000,100000,202000,102000
6443,11/04/2023,4,Miền Nam,Chuột quang,1,204000,100000,204000,104000
6444,11/07/2023,7,Miền Bắc,Bàn phím,1,760000,500000,760000,260000
6445,28/12/2023,12,Miền Bắc,Bàn phím,3,760000,500000,2280000,780000
6446,26/04/2023,4,Miền Nam,Chuột quang,5,198000,100000,990000,490000
6447,24/08/2023,8,Miền Nam,Laptop Dell,2,14850000,12000000,29700000,5700000
6448,02/01/2023,1,Miền Bắc,Chuột quang,6,208000,100000,1248000,648000
6449,21/05/2023,5,Miền Trung,Laptop Dell,1,15300000,13200000,15300000,2100000
6450,28/01/2023,1,Miền Bắc,Chuột quang,5,204000,100000,1020000,520000
6451,12/09/2023,9,Miền Nam,Bàn phím,2,808000,500000,1616000,616000
6452,11/06/2023,6,Miền Nam,Bàn phím,1,768000,500000,768000,268000
6453,14/12/2023,12,Miền Bắc,Điện thoại,4,8320000,6000000,33280000,9280000
6454,05/04/2023,4,Miền Trung,Laptop Dell,2,15150000,13200000,30300000,3900000
6455,07/03/2023,3,Miền Trung,Bàn phím,1,784000,550000,784000,234000
6456,05/09/2023,9,Miền Trung,Tai nghe,1,495000,275000,495000,220000
6457,27/06/2023,6,Miền Nam,Tai nghe,1,485000,250000,485000,235000
6458,21/01/2023,1,Miền Bắc,Tai nghe,1,490000,250000,490000,240000
6459,20/08/2023,8,Miền Nam,Laptop Dell,4,15150000,12000000,60600000,12600000
6460,15/03/2023,3,Miền Trung,Laptop Dell,1,14700000,13200000,14700000,1500000
6461,01/12/2023,12,Miền Bắc,Điện thoại,5,7840000,6000000,39200000,9200000
6462,09/08/2023,8,Miền Bắc,Tai nghe,3,475000,250000,1425000,675000
6463,08/09/2023,9,Miền Nam,Bàn phím,2,824000,500000,1648000,648000
6464,22/08/2023,8,Miền Bắc,Điện thoại,4,7600000,6000000,30400000,6400000
6465,27/12/2023,12,Miền Bắc,Tai nghe,4,475000,250000,1900000,900000
6466,23/06/2023,6,Miền Bắc,Chuột quang,1,198000,100000,198000,98000
6467,22/01/2023,1,Miền Bắc,Tai nghe,9,515000,250000,4635000,2385000
6468,05/04/2023,4,Miền Nam,Bàn phím,2,776000,500000,1552000,552000
6469,07/09/2023,9,Miền Nam,Điện thoại,5,8320000,6000000,41600000,11600000
6470,25/07/2023,7,Miền Bắc,Tai nghe,3,480000,250000,1440000,690000
6471,09/05/2023,5,Miền Nam,Tai nghe,3,520000,250000,1560000,810000
6472,06/04/2023,4,Miền Trung,Bàn phím,2,792000,550000,1584000,484000
6473,03/08/2023,8,Miền Trung,Bàn phím,2,824000,550000,1648000,548000
6474,08/10/2023,10,Miền Nam,Điện thoại,3,8160000,6000000,24480000,6480000
6475,01/01/2023,1,Miền Nam,Điện thoại,7,8000000,6000000,56000000,14000000
6476,16/05/2023,5,Miền Trung,Laptop Dell,1,14400000,13200000,14400000,1200000
6477,12/07/2023,7,Miền Bắc,Chuột quang,2,190000,100000,380000,180000
6478,23/03/2023,3,Miền Trung,Tai nghe,5,495000,275000,2475000,1100000
6479,11/03/2023,3,Miền Trung,Điện thoại,3,7760000,6600000,23280000,3480000
6480,13/06/2023,6,Miền Nam,Bàn phím,2,792000,500000,1584000,584000
6481,25/02/2023,2,Miền Trung,Bàn phím,6,784000,550000,4704000,1404000
6482,20/11/2023,11,Miền Bắc,Điện thoại,5,8240000,6000000,41200000,11200000
6483,03/02/2023,2,Miền Nam,Tai nghe,7,495000,250000,3465000,1715000
6484,26/09/2023,9,Miền Nam,Tai nghe,1,505000,250000,505000,255000
6485,12/06/2023,6,Miền Trung,Tai nghe,2,505000,275000,1010000,460000
6486,23/04/2023,4,Miền Trung,Bàn phím,5,808000,550000,4040000,1290000
6487,27/01/2023,1,Miền Trung,Chuột quang,1,190000,110000,190000,80000
6488,21/05/2023,5,Miền Bắc,Tai nghe,2,475000,250000,950000,450000
6489,13/05/2023,5,Miền Nam,Laptop Dell,1,14550000,12000000,14550000,2550000
6490,06/09/2023,9,Miền Bắc,Bàn phím,2,816000,500000,1632000,632000
6491,01/05/2023,5,Miền Trung,Bàn phím,1,768000,550000,768000,218000
6492,01/06/2023,6,Miền Trung,Bàn phím,3,792000,550000,2376000,726000
6493,07/09/2023,9,Miền Nam,Tai nghe,5,495000,250000,2475000,1225000
6494,01/01/2023,1,Miền Trung,Điện thoại,6,8080000,6600000,48480000,8880000
6495,12/02/2023,2,Miền Bắc,Bàn phím,1,832000,500000,832000,332000
6496,20/10/2023,10,Miền Bắc,Chuột quang,3,196000,100000,588000,288000
6497,20/12/2023,12,Miền Nam,Tai nghe,8,505000,250000,4040000,2040000
6498,23/02/2023,2,Miền Nam,Chuột quang,3,192000,100000,576000,276000
6499,23/09/2023,9,Miền Trung,Laptop Dell,1,14850000,13200000,14850000,1650000
6500,08/10/2023,10,Miền Trung,Điện thoại,2,7760000,6600000,15520000,2320000
6501,13/07/2023,7,Miền Trung,Điện thoại,4,7840000,6600000,31360000,4960000
6502,05/08/2023,8,Miền Trung,Laptop Dell,2,15450000,13200000,30900000,4500000
6503,15/07/2023,7,Miền Trung,Chuột quang,2,196000,110000,392000,172000
6504,03/12/2023,12,Miền Bắc,Bàn phím,3,792000,500000,2376000,876000
6505,22/03/2023,3,Miền Bắc,Tai nghe,2,510000,250000,1020000,520000
6506,28/05/2023,5,Miền Trung,Bàn phím,2,800000,550000,1600000,500000
6507,19/01/2023,1,Miền Nam,Bàn phím,1,792000,500000,792000,292000
6508,02/07/2023,7,Miền Nam,Laptop Dell,3,15150000,12000000,45450000,9450000
6509,26/12/2023,12,Miền Trung,Tai nghe,9,500000,275000,4500000,2025000
6510,20/04/2023,4,Miền Bắc,Điện thoại,2,8240000,6000000,16480000,4480000
6511,12/05/2023,5,Miền Nam,Laptop Dell,4,14250000,12000000,57000000,9000000
6512,16/06/2023,6,Miền Bắc,Chuột quang,1,192000,100000,192000,92000
6513,09/04/2023,4,Miền Nam,Điện thoại,2,7680000,6000000,15360000,3360000
6514,27/10/2023,10,Miền Trung,Điện thoại,4,7920000,6600000,31680000,5280000
6515,25/03/2023,3,Miền Trung,Bàn phím,5,776000,550000,3880000,1130000
6516,24/06/2023,6,Miền Trung,Chuột quang,1,194000,110000,194000,84000
6517,01/07/2023,7,Miền Nam,Bàn phím,2,776000,500000,1552000,552000
6518,19/12/2023,12,Miền Bắc,Tai nghe,9,500000,250000,4500000,2250000
6519,20/10/2023,10,Miền Bắc,Chuột quang,2,202000,100000,404000,204000
6520,26/02/2023,2,Miền Nam,Điện thoại,6,8160000,6000000,48960000,12960000
6521,03/08/2023,8,Miền Trung,Laptop Dell,4,15000000,13200000,60000000,7200000
6522,21/02/2023,2,Miền Bắc,Laptop Dell,7,15150000,12000000,106050000,22050000
6523,10/09/2023,9,Miền Trung,Chuột quang,3,200000,110000,600000,270000
6524,04/01/2023,1,Miền Nam,Chuột quang,7,202000,100000,1414000,714000
6525,11/04/2023,4,Miền Nam,Laptop Dell,3,14250000,12000000,42750000,6750000
6526,22/07/2023,7,Miền Bắc,Bàn phím,4,832000,500000,3328000,1328000
6527,01/01/2023,1,Miền Nam,Bàn phím,1,768000,500000,768000,268000
6528,13/11/2023,11,Miền Trung,Bàn phím,3,816000,550000,2448000,798000
6529,11/09/2023,9,Miền Nam,Tai nghe,5,520000,250000,2600000,1350000
6530,15/06/2023,6,Miền Nam,Tai nghe,3,500000,250000,1500000,750000
6531,27/06/2023,6,Miền Nam,Điện thoại,4,7600000,6000000,30400000,6400000
6532,14/07/2023,7,Miền Bắc,Laptop Dell,1,15150000,12000000,15150000,3150000
6533,15/09/2023,9,Miền Bắc,Laptop Dell,5,15150000,12000000,75750000,15750000
6534,15/08/2023,8,Miền Bắc,Chuột quang,2,206000,100000,412000,212000
6535,17/10/2023,10,Miền Nam,Tai nghe,5,520000,250000,2600000,1350000
6536,06/04/2023,4,Miền Nam,Bàn phím,5,784000,500000,3920000,1420000
6537,24/08/2023,8,Miền Bắc,Laptop Dell,3,14400000,12000000,43200000,7200000
6538,10/03/2023,3,Miền Trung,Chuột quang,2,206000,110000,412000,192000
6539,05/08/2023,8,Miền Nam,Tai nghe,1,480000,250000,480000,230000
6540,20/01/2023,1,Miền Trung,Tai nghe,3,510000,275000,1530000,705000
6541,10/07/2023,7,Miền Nam,Tai nghe,1,495000,250000,495000,245000
6542,01/10/2023,10,Miền Trung,Laptop Dell,3,14550000,13200000,43650000,4050000
6543,09/07/2023,7,Miền Trung,Điện thoại,3,8320000,6600000,24960000,5160000
6544,02/02/2023,2,Miền Bắc,Tai nghe,5,510000,250000,2550000,1300000
6545,15/06/2023,6,Miền Trung,Chuột quang,1,194000,110000,194000,84000
6546,05/05/2023,5,Miền Trung,Chuột quang,1,196000,110000,196000,86000
6547,05/09/2023,9,Miền Bắc,Bàn phím,1,816000,500000,816000,316000
6548,16/08/2023,8,Miền Bắc,Laptop Dell,4,15000000,12000000,60000000,12000000
6549,26/09/2023,9,Miền Bắc,Bàn phím,2,760000,500000,1520000,520000
6550,09/03/2023,3,Miền Nam,Tai nghe,5,495000,250000,2475000,1225000
6551,10/04/2023,4,Miền Nam,Điện thoại,2,7600000,6000000,15200000,3200000
6552,13/08/2023,8,Miền Bắc,Điện thoại,1,8000000,6000000,8000000,2000000
6553,04/05/2023,5,Miền Nam,Bàn phím,3,760000,500000,2280000,780000
6554,16/02/2023,2,Miền Bắc,Chuột quang,9,192000,100000,1728000,828000
6555,12/04/2023,4,Miền Nam,Bàn phím,1,824000,500000,824000,324000
6556,16/12/2023,12,Miền Nam,Laptop Dell,6,15000000,12000000,90000000,18000000
6557,17/09/2023,9,Miền Trung,Chuột quang,3,206000,110000,618000,288000
6558,10/03/2023,3,Miền Trung,Điện thoại,1,8080000,6600000,8080000,1480000
6559,04/02/2023,2,Miền Bắc,Bàn phím,3,832000,500000,2496000,996000
6560,06/06/2023,6,Miền Nam,Tai nghe,2,510000,250000,1020000,520000
6561,10/07/2023,7,Miền Bắc,Chuột quang,1,194000,100000,194000,94000
6562,09/02/2023,2,Miền Bắc,Bàn phím,3,784000,500000,2352000,852000
6563,06/07/2023,7,Miền Nam,Bàn phím,3,832000,500000,2496000,996000
6564,15/01/2023,1,Miền Nam,Bàn phím,8,800000,500000,6400000,2400000
6565,21/08/2023,8,Miền Nam,Điện thoại,4,7600000,6000000,30400000,6400000
6566,11/04/2023,4,Miền Bắc,Bàn phím,4,776000,500000,3104000,1104000
6567,10/03/2023,3,Miền Nam,Bàn phím,2,808000,500000,1616000,616000
6568,19/05/2023,5,Miền Nam,Laptop Dell,5,14550000,12000000,72750000,12750000
6569,17/12/2023,12,Miền Trung,Tai nghe,3,480000,275000,1440000,615000
6570,21/03/2023,3,Miền Bắc,Bàn phím,2,784000,500000,1568000,568000
6571,04/01/2023,1,Miền Nam,Bàn phím,9,768000,500000,6912000,2412000
6572,11/06/2023,6,Miền Bắc,Chuột quang,1,204000,100000,204000,104000
6573,28/05/2023,5,Miền Nam,Bàn phím,4,816000,500000,3264000,1264000
6574,15/05/2023,5,Miền Bắc,Điện thoại,2,7680000,6000000,15360000,3360000
6575,09/12/2023,12,Miền Bắc,Chuột quang,5,196000,100000,980000,480000
6576,12/03/2023,3,Miền Nam,Tai nghe,5,490000,250000,2450000,1200000
6577,25/06/2023,6,Miền Trung,Chuột quang,3,196000,110000,588000,258000
6578,14/05/2023,5,Miền Bắc,Tai nghe,2,515000,250000,1030000,530000
6579,12/11/2023,11,Miền Trung,Điện thoại,1,7680000,6600000,7680000,1080000
6580,23/01/2023,1,Miền Bắc,Tai nghe,5,495000,250000,2475000,1225000
6581,27/06/2023,6,Miền Trung,Chuột quang,1,196000,110000,196000,86000
6582,26/06/2023,6,Miền Nam,Tai nghe,1,510000,250000,510000,260000
6583,22/08/2023,8,Miền Nam,Laptop Dell,2,14850000,12000000,29700000,5700000
6584,25/02/2023,2,Miền Bắc,Bàn phím,3,816000,500000,2448000,948000
6585,03/10/2023,10,Miền Nam,Chuột quang,1,206000,100000,206000,106000
6586,09/01/2023,1,Miền Trung,Chuột quang,7,194000,110000,1358000,588000
6587,26/01/2023,1,Miền Bắc,Laptop Dell,9,15450000,12000000,139050000,31050000
6588,04/02/2023,2,Miền Nam,Chuột quang,5,190000,100000,950000,450000
6589,05/08/2023,8,Miền Trung,Tai nghe,1,475000,275000,475000,200000
6590,03/04/2023,4,Miền Nam,Bàn phím,5,800000,500000,4000000,1500000
6591,11/08/2023,8,Miền Nam,Tai nghe,1,480000,250000,480000,230000
6592,18/08/2023,8,Miền Trung,Điện thoại,5,8320000,6600000,41600000,8600000
6593,25/10/2023,10,Miền Nam,Điện thoại,2,8320000,6000000,16640000,4640000
6594,07/07/2023,7,Miền Bắc,Điện thoại,3,8000000,6000000,24000000,6000000
6595,06/09/2023,9,Miền Bắc,Bàn phím,4,816000,500000,3264000,1264000
6596,26/09/2023,9,Miền Trung,Điện thoại,3,8000000,6600000,24000000,4200000
6597,07/11/2023,11,Miền Bắc,Tai nghe,5,505000,250000,2525000,1275000
6598,09/11/2023,11,Miền Bắc,Chuột quang,6,198000,100000,1188000,588000
6599,03/09/2023,9,Miền Trung,Chuột quang,5,202000,110000,1010000,460000
6600,17/03/2023,3,Miền Bắc,Chuột quang,1,190000,100000,190000,90000
6601,25/03/2023,3,Miền Trung,Bàn phím,2,808000,550000,1616000,516000
6602,22/06/2023,6,Miền Nam,Bàn phím,2,832000,500000,1664000,664000
6603,19/08/2023,8,Miền Nam,Bàn phím,5,760000,500000,3800000,1300000
6604,02/03/2023,3,Miền Trung,Điện thoại,2,8080000,6600000,16160000,2960000
6605,11/12/2023,12,Miền Nam,Laptop Dell,6,15600000,12000000,93600000,21600000
6606,16/10/2023,10,Miền Bắc,Laptop Dell,1,14700000,12000000,14700000,2700000
6607,09/02/2023,2,Miền Bắc,Bàn phím,8,824000,500000,6592000,2592000
6608,13/08/2023,8,Miền Trung,Điện thoại,5,8160000,6600000,40800000,7800000
6609,25/03/2023,3,Miền Trung,Tai nghe,4,480000,275000,1920000,820000
6610,22/01/2023,1,Miền Trung,Laptop Dell,1,15600000,13200000,15600000,2400000
6611,25/02/2023,2,Miền Bắc,Chuột quang,8,198000,100000,1584000,784000
6612,12/03/2023,3,Miền Nam,Tai nghe,4,515000,250000,2060000,1060000
6613,28/12/2023,12,Miền Nam,Tai nghe,3,520000,250000,1560000,810000
6614,04/08/2023,8,Miền Trung,Laptop Dell,4,14850000,13200000,59400000,6600000
6615,11/04/2023,4,Miền Nam,Bàn phím,2,784000,500000,1568000,568000
6616,11/01/2023,1,Miền Trung,Điện thoại,9,7600000,6600000,68400000,9000000
6617,05/10/2023,10,Miền Trung,Laptop Dell,4,15450000,13200000,61800000,9000000
6618,15/05/2023,5,Miền Bắc,Laptop Dell,5,14250000,12000000,71250000,11250000
6619,04/09/2023,9,Miền Nam,Laptop Dell,5,15150000,12000000,75750000,15750000
6620,13/09/2023,9,Miền Trung,Bàn phím,5,776000,550000,3880000,1130000
6621,10/06/2023,6,Miền Nam,Laptop Dell,1,15300000,12000000,15300000,3300000
6622,15/06/2023,6,Miền Trung,Tai nghe,3,475000,275000,1425000,600000
6623,05/08/2023,8,Miền Trung,Bàn phím,1,768000,550000,768000,218000
6624,22/06/2023,6,Miền Trung,Tai nghe,1,480000,275000,480000,205000
6625,06/06/2023,6,Miền Trung,Bàn phím,1,824000,550000,824000,274000
6626,20/04/2023,4,Miền Trung,Bàn phím,3,768000,550000,2304000,654000
6627,09/07/2023,7,Miền Nam,Laptop Dell,4,14550000,12000000,58200000,10200000
6628,08/03/2023,3,Miền Nam,Laptop Dell,1,15000000,12000000,15000000,3000000
6629,28/05/2023,5,Miền Nam,Điện thoại,2,8240000,6000000,16480000,4480000
6630,09/10/2023,10,Miền Trung,Bàn phím,2,792000,550000,1584000,484000
6631,10/02/2023,2,Miền Nam,Điện thoại,1,7680000,6000000,7680000,1680000
6632,01/05/2023,5,Miền Nam,Tai nghe,3,500000,250000,1500000,750000
6633,07/09/2023,9,Miền Trung,Chuột quang,3,194000,110000,582000,252000
6634,03/02/2023,2,Miền Nam,Laptop Dell,6,15150000,12000000,90900000,18900000
6635,14/02/2023,2,Miền Trung,Laptop Dell,3,15600000,13200000,46800000,7200000
6636,23/01/2023,1,Miền Bắc,Laptop Dell,6,15300000,12000000,91800000,19800000
6637,25/05/2023,5,Miền Nam,Laptop Dell,5,15600000,12000000,78000000,18000000
6638,10/04/2023,4,Miền Nam,Laptop Dell,1,14550000,12000000,14550000,2550000
6639,15/10/2023,10,Miền Bắc,Laptop Dell,1,14850000,12000000,14850000,2850000
6640,02/08/2023,8,Miền Trung,Tai nghe,2,495000,275000,990000,440000
6641,13/04/2023,4,Miền Bắc,Điện thoại,4,7760000,6000000,31040000,7040000
6642,14/05/2023,5,Miền Trung,Bàn phím,1,760000,550000,760000,210000
6643,16/05/2023,5,Miền Trung,Bàn phím,4,776000,550000,3104000,904000
6644,16/06/2023,6,Miền Nam,Điện thoại,1,8000000,6000000,8000000,2000000
6645,16/05/2023,5,Miền Bắc,Chuột quang,5,190000,100000,950000,450000
6646,24/09/2023,9,Miền Bắc,Điện thoại,4,7680000,6000000,30720000,6720000
6647,10/12/2023,12,Miền Trung,Laptop Dell,5,15150000,13200000,75750000,9750000
6648,18/09/2023,9,Miền Trung,Bàn phím,5,832000,550000,4160000,1410000
6649,06/05/2023,5,Miền Bắc,Bàn phím,2,768000,500000,1536000,536000
6650,01/08/2023,8,Miền Trung,Laptop Dell,3,15600000,13200000,46800000,7200000
6651,26/11/2023,11,Miền Nam,Điện thoại,3,8240000,6000000,24720000,6720000
6652,14/03/2023,3,Miền Bắc,Chuột quang,2,194000,100000,388000,188000
6653,05/01/2023,1,Miền Nam,Bàn phím,6,784000,500000,4704000,1704000
6654,08/10/2023,10,Miền Bắc,Điện thoại,5,8240000,6000000,41200000,11200000
6655,07/05/2023,5,Miền Bắc,Laptop Dell,2,14400000,12000000,28800000,4800000
6656,22/06/2023,6,Miền Trung,Laptop Dell,3,14850000,13200000,44550000,4950000
6657,19/04/2023,4,Miền Nam,Chuột quang,5,206000,100000,1030000,530000
6658,11/01/2023,1,Miền Trung,Bàn phím,7,832000,550000,5824000,1974000
6659,23/09/2023,9,Miền Bắc,Laptop Dell,3,14850000,12000000,44550000,8550000
6660,08/03/2023,3,Miền Nam,Điện thoại,2,7920000,6000000,15840000,3840000
6661,06/04/2023,4,Miền Nam,Điện thoại,4,7840000,6000000,31360000,7360000
6662,07/11/2023,11,Miền Nam,Tai nghe,8,510000,250000,4080000,2080000
6663,26/10/2023,10,Miền Bắc,Điện thoại,1,8000000,6000000,8000000,2000000
6664,14/09/2023,9,Miền Nam,Chuột quang,4,192000,100000,768000,368000
6665,01/07/2023,7,Miền Nam,Chuột quang,3,194000,100000,582000,282000
6666,09/05/2023,5,Miền Bắc,Tai nghe,4,495000,250000,1980000,980000
6667,10/11/2023,11,Miền Trung,Điện thoại,6,7760000,6600000,46560000,6960000
6668,27/06/2023,6,Miền Trung,Laptop Dell,2,15000000,13200000,30000000,3600000
6669,20/09/2023,9,Miền Trung,Tai nghe,3,485000,275000,1455000,630000
6670,15/03/2023,3,Miền Trung,Laptop Dell,4,15600000,13200000,62400000,9600000
6671,10/03/2023,3,Miền Bắc,Laptop Dell,4,15000000,12000000,60000000,12000000
6672,06/10/2023,10,Miền Nam,Chuột quang,3,196000,100000,588000,288000
6673,01/03/2023,3,Miền Bắc,Laptop Dell,1,14700000,12000000,14700000,2700000
6674,28/01/2023,1,Miền Trung,Chuột quang,6,206000,110000,1236000,576000
6675,17/09/2023,9,Miền Trung,Laptop Dell,5,15600000,13200000,78000000,12000000
6676,06/04/2023,4,Miền Trung,Bàn phím,5,832000,550000,4160000,1410000
6677,13/11/2023,11,Miền Trung,Tai nghe,1,500000,275000,500000,225000
6678,14/09/2023,9,Miền Bắc,Laptop Dell,3,15450000,12000000,46350000,10350000
6679,17/07/2023,7,Miền Bắc,Điện thoại,1,8160000,6000000,8160000,2160000
6680,27/02/2023,2,Miền Bắc,Chuột quang,5,206000,100000,1030000,530000
6681,10/07/2023,7,Miền Nam,Laptop Dell,2,14550000,12000000,29100000,5100000
6682,21/05/2023,5,Miền Nam,Bàn phím,4,832000,500000,3328000,1328000
6683,13/08/2023,8,Miền Trung,Tai nghe,4,510000,275000,2040000,940000
6684,08/12/2023,12,Miền Trung,Bàn phím,5,760000,550000,3800000,1050000
6685,06/07/2023,7,Miền Nam,Bàn phím,1,808000,500000,808000,308000
6686,24/11/2023,11,Miền Trung,Bàn phím,7,816000,550000,5712000,1862000
6687,07/12/2023,12,Miền Nam,Laptop Dell,7,14400000,12000000,100800000,16800000
